date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:41:27	3320/3320	---M--	200	added ('OK')	text/javascript	etag:%221dbcee4e48efdf8%22	http://localhost:5121/js/mobile-menu.js?v=Gh3nMh0WrzIl_Vl8_zqvsQ4blj2vRct2WTrrzuvIwVU	D:/Freelance/MedoCard/localhost_5121/js/mobile-menub273.js	(from http://localhost:5121/)
14:41:27	866/866	---M--	200	added ('OK')	text/javascript	etag:%221dbcee4e48ef262%22	http://localhost:5121/js/disable-swipe.js?v=PwgUEYjVAVjGPihdqv4XRIAwAykwOU08FzZSoeTBu08	D:/Freelance/MedoCard/localhost_5121/js/disable-swipe2953.js	(from http://localhost:5121/)
14:41:28	14239/14239	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2029%20Apr%202025%2017:16:10%20GMT	https://unpkg.com/aos@2.3.1/dist/aos.js	D:/Freelance/MedoCard/unpkg.com/aos@2.3.1/dist/aos.js	(from http://localhost:5121/)
14:41:29	3014/3014	---M--	200	added ('OK')	text/javascript	etag:%221dbcee4e48efac6%22	http://localhost:5121/js/hero-video.js?v=bks1bF4MJx684RRbt8S3IROa0o5pF3Uztgk-Ep2_oZo	D:/Freelance/MedoCard/localhost_5121/js/hero-video7903.js	(from http://localhost:5121/)
14:41:52	130396/130396	---M--	200	added ('OK')	font/woff2	etag:W/%221fd5c-Agw8b5KAoxXoQl1/kuFbzQzdobI%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6	D:/Freelance/MedoCard/cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/fonts/bootstrap-icons0107.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/bootstrap-icons.min.css)
14:42:22	176032/176032	---M--	200	added ('OK')	font/woff	etag:W/%222afa0-1YMf05uvE6/3Ym5IO5oIlzDxhgQ%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/fonts/bootstrap-icons.woff?dd67030699838ea613ee6dbda90effa6	D:/Freelance/MedoCard/cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/fonts/bootstrap-icons0107.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/bootstrap-icons.min.css)
14:42:22	915/915	---M--	200	added ('OK')	image/svg+xml	etag:%221dbcee4e3f65913%22	http://localhost:5121/images/pattern.svg	D:/Freelance/MedoCard/localhost_5121/images/pattern.svg	(from http://localhost:5121/css/site.css?v=HO4U8pVv1s8xSpXlTnVX8zeioqGSm-VSHQg67yWNGkQ)
14:43:50	540745/540745	---M--	200	added ('OK')	image/png	etag:%221dbcee4e3fe1ac9%22	http://localhost:5121/images/stethoscope.png	D:/Freelance/MedoCard/localhost_5121/images/stethoscope.png	(from http://localhost:5121/css/homepage.css?v=grgIaMrrsbS3amfV_bUQkFawhUZKhE2CITZ7ndzn1A8)
14:44:39	1896844/1896844	---M--	200	added ('OK')	image/jpeg	etag:%221dbcee4e3eaab0c%22	http://localhost:5121/images/test1.jpg	D:/Freelance/MedoCard/localhost_5121/images/test1.jpg	(from http://localhost:5121/)
14:44:40	34784/34784	---M--	200	added ('OK')	text/css	etag:%221dbcee4e2c5aa60%22	http://localhost:5121/css/offers.css	D:/Freelance/MedoCard/localhost_5121/css/offers.css	(from http://localhost:5121/Offers)
14:44:51	1964080/1964080	---M--	200	added ('OK')	image/jpeg	etag:%221dbcee4e4930930%22	http://localhost:5121/images/testimonals1.jpg	D:/Freelance/MedoCard/localhost_5121/images/testimonals1.jpg	(from http://localhost:5121/)
14:44:54	84739/84739	---M--	200	added ('OK')	image/jpeg	etag:%221dbcee4e35c8f03%22	http://localhost:5121/images/card-1.jpeg	D:/Freelance/MedoCard/localhost_5121/images/card-1.jpg	(from http://localhost:5121/Offers)
14:45:07	100327/100327	---M--	200	added ('OK')	image/png	etag:%221dbcee4e35c43e7%22	http://localhost:5121/images/card-1_b.png	D:/Freelance/MedoCard/localhost_5121/images/card-1_b.png	(from http://localhost:5121/Offers)
14:45:09	89581/89581	---M--	200	added ('OK')	image/jpeg	etag:%221dbcee4e35c99ed%22	http://localhost:5121/images/card-2.jpeg	D:/Freelance/MedoCard/localhost_5121/images/card-2.jpg	(from http://localhost:5121/Offers)
14:45:23	99453/99453	---M--	200	added ('OK')	image/png	etag:%221dbcee4e35c407d%22	http://localhost:5121/images/back2.png	D:/Freelance/MedoCard/localhost_5121/images/back2.png	(from http://localhost:5121/Offers)
14:45:27	102641/102641	---M-Z	200	added ('OK')	text/css	etag:%2265692999-5512%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.5.1/css/all.min.css	D:/Freelance/MedoCard/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.5.1/css/all.min.css	(from http://localhost:5121/OPD)
14:45:27	10381/10381	---M--	200	added ('OK')	text/css	etag:%221dbcee4e2c5050d%22	http://localhost:5121/css/opd.css?v=1.2	D:/Freelance/MedoCard/localhost_5121/css/opd7839.css	(from http://localhost:5121/OPD)
14:45:34	149782/149782	---M--	200	added ('OK')	image/png	etag:%221dbcee4e3f41396%22	http://localhost:5121/images/medical-section-removebg.png	D:/Freelance/MedoCard/localhost_5121/images/medical-section-removebg.png	(from http://localhost:5121/Offers)
14:46:02	171241/171241	---M--	200	added ('OK')	image/jpeg	etag:%221dbcee4e3f4c669%22	http://localhost:5121/images/opd1.jpeg	D:/Freelance/MedoCard/localhost_5121/images/opd1.jpg	(from http://localhost:5121/OPD)
14:46:03	71750/71750	---M-Z	200	added ('OK')	text/css	etag:%225f5628a2-11846%22	https://cdnjs.cloudflare.com/ajax/libs/animate.css/4.1.1/animate.min.css	D:/Freelance/MedoCard/cdnjs.cloudflare.com/ajax/libs/animate.css/4.1.1/animate.min.css	(from http://localhost:5121/OPD)
14:46:26	961178/961178	---M--	200	added ('OK')	image/png	etag:%221dbcee4e3f8f01a%22	http://localhost:5121/images/service.png	D:/Freelance/MedoCard/localhost_5121/images/service.png	(from http://localhost:5121/css/homepage.css?v=grgIaMrrsbS3amfV_bUQkFawhUZKhE2CITZ7ndzn1A8)
14:48:58	1388308/1388308	---M--	200	added ('OK')	image/png	etag:%221dbcee4e3e37594%22	http://localhost:5121/images/pharmacy-bg.png	D:/Freelance/MedoCard/localhost_5121/images/pharmacy-bg.png	(from http://localhost:5121/Pharmacy)
14:52:12	4000028/4000028	---M--	200	added ('OK')	image/png	etag:%221dbcee4e3cb539c%22	http://localhost:5121/images/opd-bg.png	D:/Freelance/MedoCard/localhost_5121/images/opd-bg.png	(from http://localhost:5121/OPD)
14:54:41	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/bootstrap-icons.min.css)
14:54:41	0/-1	---M--	500	error ('')			http://localhost:5121/Hospitals	D:/Freelance/MedoCard/localhost_5121/Hospitals.html	(from http://localhost:5121/)
14:54:41	0/-1	---M--	500	error ('')			http://localhost:5121/Diagnostics	D:/Freelance/MedoCard/localhost_5121/Diagnostics.html	(from http://localhost:5121/)
14:54:41	0/-1	---M--	500	error ('')			http://localhost:5121/Membership	D:/Freelance/MedoCard/localhost_5121/Membership.html	(from http://localhost:5121/)
14:54:41	0/-1	---M--	500	error ('')			http://localhost:5121/Hospitals	D:/Freelance/MedoCard/localhost_5121/Hospitals.html	(from http://localhost:5121/)
14:54:41	0/-1	---M--	500	error ('')			http://localhost:5121/Diagnostics	D:/Freelance/MedoCard/localhost_5121/Diagnostics.html	(from http://localhost:5121/)
14:54:41	0/-1	---M--	500	error ('')			http://localhost:5121/Membership	D:/Freelance/MedoCard/localhost_5121/Membership.html	(from http://localhost:5121/)
